Date,Baton,Gun,Hands,K9,OC,Taser,Sage,SNspect INjNred,Officer Injured
5/10/07,N,N,Y,N,N,N,N,N, Y
5/12/07,N,N,Y,N,N,N,N,Y,N
5/12/07,N,N,Y,N,N,Y,N,Y,N
5/13/07,N,N,Y,N,N,N,N,Y,N
5/13/07,N,N,Y,N,N,N,N,Y,N
5/14/07,N,N,Y,N,N,Y,N,Y,N
5/14/07,N,N,Y,N,N,Y,N,Y,N
5/21/07,N,N,N,N,N,Y,N,Y,N
5/22/07,N,N,Y,N,N,N,N,Y,N
5/23/07,N,N,N,N,N,Y,N,Y,N
5/24/07,N,N,Y,N,N,N,N,N,N
5/24/07,N,N,Y,N,N,Y,N,N,N
5/27/07,N,N,N,N,N,N,N,N,N
5/28/07,N,N,N,N,N,N,N,N,N
5/28/07,N,N,N,N,N,N,N,N,N
5/29/07,N,N,N,N,N,Y,N,N,N
5/31/07,N,N,N,N,N,N,N,N,N
5/31/07,N,N,Y,N,N,N,N,N,N
6/1/07,N,N,N,Y,N,N,N,N,N
6/5/07,N,N,N,Y,N,N,Y,Y,N
6/12/07,N,N,N,Y,N,N,N,Y,N
6/22/07,N,N,N,Y,N,N,N,Y,N
6/23/07,Y,N,Y,N,N,N,N,Y,N
6/25/07,Y,N,Y,N,N,N,N,Y,Y
6/27/07,N,N,N,Y,N,N,N,N,N
6/27/07,N,N,N,Y,N,N,N,N,N
6/29/07,Y,N,Y,N,N,N,N,Y,N
6/30/07,N,N,N,N,N,N,Y,Y,N
7/1/07,N,N,N,Y,N,N,N,N,N
7/7/07,N,N,N,N,N,N,N,N,N
7/10/07,N,N,N,Y,N,N,N,N,N
7/19/07,N,N,N,Y,N,N,Y,N,N
7/20/07,N,N,N,N,N,N,N,N,N
7/22/07,N,N,N,Y,N,N,N,N,N
7/25/07,N,N,Y,N,N,N,N,N,N
7/26/07,N,N,N,Y,N,N,N,N,N
7/26/07,N,N,N,N,N,N,Y,Y,N
7/26/07,N,N,N,Y,N,N,N,N,N
7/27/07,N,N,N,Y,N,N,N,N,N
8/2/07,N,N,N,Y,N,N,N,N,N
8/4/07,N,N,N,Y,N,N,N,Y,N
8/5/07,N,N,N,N,N,N,Y,Y,N
8/8/07,Y,N,N,N,N,Y,N,Y,N
8/8/07,N,N,N,Y,N,N,N,N,N
8/9/07,N,N,Y,N,N,N,N,N,N
8/9/07,N,N,Y,N,N,Y,N,N,N
8/10/07,N,N,Y,N,N,N,N,N,N
8/15/07,N,N,Y,N,N,N,N,N,N
8/17/07,N,N,Y,N,N,N,N,Y,N
8/17/07,Y,N,N,N,N,N,N,N,N
8/24/07,N,N,Y,N,N,N,N,Y,N
8/25/07,N,N,Y,N,N,Y,N,Y,N
8/25/07,N,N,N,Y,N,N,N,Y,Y
8/29/07,N,N,N,N,N,N,N,N,N
8/30/07,N,N,Y,N,N,N,N,N,N
9/1/07,Y,N,Y,N,N,Y,N,Y,N
9/2/07,N,N,N,Y,N,N,N,Y,Y
9/4/07,N,N,N,Y,N,N,N,Y,N
9/5/07,N,N,Y,N,N,N,N,Y,N
9/8/07,N,N,Y,N,N,Y,N,Y,N
9/10/07,N,N,N,N,N,Y,N,Y,N
9/12/07,N,N,N,Y,N,N,N,N,N
9/13/07,N,N,N,N,N,N,N,N,N
9/13/07,N,N,N,N,N,N,N,N,N
9/14/07,N,N,N,N,N,N,N,N,N
9/16/07,N,N,N,N,N,N,N,N, N
9/18/07,N,N,N,N,N,N,N,N,N
9/18/07,N,N,N,N,N,N,N,N,N
9/21/07,N,N,N,N,N,N,N,N,N
9/23/07,N,N,N,N,N,N,N,N,N
9/27/07,N,N,Y,N,N,N,N,Y,N
9/27/07,N,N,Y,N,N,N,N,N,N
9/27/07,N,N,N,N,N,N,N,N,N
9/28/07,N,N,N,N,N,N,N,N,N
10/2/07,N,N,Y,N,N,N,N,N,N
10/2/07,N,N,N,N,N,N,N,N,N
10/7/07,N,N,N,N,N,N,N,Y,N
10/10/07,N,N,N,N,N,N,N,N,N
10/12/07,N,N,Y,N,N,Y,N,Y,N
10/13/07,N,N,N,N,N,Y,N,N,N
10/13/07,N,N,Y,N,N,N,N,Y,N
10/15/07,N,N,Y,N,N,N,N,N,Y
10/18/07,N,N,Y,N,N,N,N,N,Y
10/18/07,N,N,N,N,N,N,N,N,Y
10/19/07,N,N,Y,N,N,N,N,N,N
10/25/07,N,N,N,N,N,Y,N,Y,N
10/25/07,N,N,N,N,N,Y,N,N,Y
10/27/07,N,N,N,N,N,Y,N,Y,N
10/28/07,N,N,N,N,N,Y,N,Y,N
11/3/07,N,N,N,N,N,Y,N,N,N
11/6/07,N,N,Y,N,N,N,N,N,N
11/8/07,N,N,Y,N,N,N,N,Y,N
11/9/07,N,N,N,N,N,Y,N,Y,N
11/10/07,N,N,Y,N,N,Y,N,N,N
11/16/07,N,N,Y,N,N,Y,N,Y,N
11/17/07,N,N,Y,N,N,N,N,Y,N
11/17/07,N,N,Y,N,N,N,N,N,N
1/7/07,N,Y,N,Y,N,N,Y,Y,Y
11/24/07,N,N,N,N,N,Y,N,Y,N
11/24/07,N,N,Y,N,N,N,N,N,N
12/1/07,N,N,Y,N,N,N,N,N,N
12/1/07,N,N,Y,N,N,N,N,N,N
12/5/07,N,N,Y,N,N,N,N,N,N
12/6/07,N,N,N,Y,N,N,N,Y,N
12/7/07,Y,N,N,N,N,Y,N,N,N
12/7/07,N,N,Y,N,N,N,N,Y,N
12/19/07,N,N,Y,N,N,N,N,N,N
12/20/07,N,N,Y,N,N,N,N,N,N
12/20/07,N,N,N,N,N,Y,N,Y,N
12/21/07,N,N,Y,N,N,N,N,Y,Y
12/22/07,Y,N,Y,N,N,Y,N,Y,N
12/23/07,N,N,Y,N,N,N,N,N,N
12/24/07,N,N,Y,N,N,N,N,N,N
12/29/07,N,N,Y,N,N,N,N,N,N
12/31/07,N,N,Y,N,N,N,N,N,N
1/1/08,N,N,Y,N,N,Y,N,Y,N
1/1/08,Y,N,N,N,Y,N,N,Y,N
1/3/08,N,N,N,N,Y,N,N,Y,N
1/3/08,N,N,N,N,Y,N,N,N,N
1/10/08,N,N,N,N,Y,N,N,Y,N
1/13/08,N,N,N,N,Y,N,N,N,N
1/17/08,N,N,Y,N,Y,N,N,Y,N
1/18/08,N,N,N,N,Y,N,N,N,N
1/18/08,N,N,N,N,N,N,N,N,N
1/18/08,N,N,N,N,Y,Y,N,Y,N
1/19/08,N,N,Y,N,Y,N,N,N,N
1/21/08,N,N,Y,Y,N,N,N,N,N
1/22/08,N,N,N,N,N,Y,N,Y,N
1/22/08,N,N,Y,N,N,N,N,Y,N
1/23/08,N,N,Y,N,Y,N,N,N,N
1/26/08,N,N,N,N,N,Y,N,Y,N
1/26/08,N,N,N,N,Y,N,N,Y,Y
2/1/08,Y,N,N,Y,N,N,N,Y,Y
2/1/08,N,N,Y,N,N,N,N,N,N
2/3/08,N,N,Y,N,N,N,N,N,N
2/7/08,N,N,N,N,N,Y,N,Y,N
2/9/08,N,N,Y,N,N,Y,N,Y,N
2/12/08,N,N,Y,N,N,N,N,Y,Y
2/12/08,N,N,Y,N,N,Y,N,N,N
2/14/08,N,N,Y,N,N,N,N,Y,N
2/15/08,N,N,N,N,N,Y,N,Y,N
2/16/08,N,N,Y,N,N,N,N,N,N
2/16/08,N,N,Y,N,N,Y,N,Y,N
2/16/08,N,N,Y,N,N,Y,N,Y,N
2/18/08,Y,N,N,Y,N,Y,N,Y,N
2/20/08,N,N,Y,N,N,N,N,N,N
2/20/08,N,N,Y,N,N,Y,N,Y,N
2/20/08,N,N,Y,N,N,N,N,N,N
2/22/08,N,N,Y,N,N,N,N,N,N
2/23/08,N,N,Y,N,N,N,N,N,N
2/23/08,N,N,Y,N,N,Y,N,N,N
2/25/08,N,N,Y,N,N,N,N,N,N
2/26/08,N,N,N,N,N,Y,N,Y,N
2/28/08,N,N,N,N,N,Y,N,Y,N
2/29/08,N,N,Y,N,N,N,N,N,N
2/29/08,N,N,N,N,N,Y,N,Y,N
2/29/08,N,N,Y,N,N,Y,N,Y,N
3/5/08,N,N,N,N,N,Y,N,Y,N
3/5/08,N,N,Y,N,N,N,N,N,N
3/5/08,N,N,N,N,N,Y,N,Y,N
3/7/08,N,N,Y,N,N,Y,N,Y,N
3/8/08,N,N,Y,N,N,N,N,N,N
3/8/08,N,N,Y,N,N,N,N,Y,N
3/9/08,N,N,Y,N,N,N,N,Y,N
3/10/08,N,N,Y,N,N,N,N,N,N
3/11/08,N,N,Y,N,N,N,N,N,N
3/11/08,N,N,Y,N,N,N,N,N,N
3/11/08,N,N,Y,N,N,N,N,N,N
3/18/08,Y,N,Y,N,N,N,N,Y,Y
3/20/08,N,N,Y,N,N,Y,N,Y,N
3/21/08,N,N,Y,N,N,N,N,Y,N
3/23/08,N,N,Y,N,N,N,N,N,N
3/23/08,N,N,N,N,N,Y,N,Y,N
3/23/08,N,N,Y,N,N,N,N,Y,N
3/25/08,N,N,N,Y,N,N,N,Y,N
3/25/08,N,N,N,Y,N,N,N,Y,N
3/28/08,N,N,Y,N, N,N,N,N,N
3/28/08,N,N,Y,N,N,N,Y,N,N
3/28/08,N,N,Y,N,N,N,N,Y,N
3/29/08,N,N,Y,N,N,Y,N,N,N
3/29/08,N,N,N,N,N,Y,N,Y,N
3/29/08,N,N,N,N,N,Y,N,Y,N
4/1/08,N,N,Y,N,N,N,N,N,Y
4/2/08,N,N,Y,N,N,N,N,N,N
4/5/08,N,N,Y,N,N,N,N,N,N
4/8/08,N,N,N,N,N,Y,N,Y,N
4/9/08,N,N,Y,N,N,Y,N,N,N
4/12/08,N,N,Y,N,N,Y,N,Y,N
4/14/08,N,N,N,N,N,Y,N,Y,N
4/16/08,N,N,N,N,N,Y,N,N,N
4/17/08,N,N,Y,N,N,N,N,N,N
4/17/08,N,N,Y,N,N,N,N,N,N
4/18/08,N,N,Y,N,N,N,N,N,N
4/20/08,N,N,Y,N,N,N,N,N,N
4/24/08,N,N,Y,N,N,N,N,N,N
4/24/08,N,N,Y,N,N,Y,N,Y,N
4/29/08,N,N,N,N,N,Y,N,N,N
4/30/08,N,N,Y,N,N,N,N,Y,N
5/2/08,N,N,Y,N,N,N,N,N,N
5/2/08,N,N,Y,N,N,Y,N,N,N
5/2/08,N,N,Y,N,N,N,N,N,N
5/2/08,N,N,Y,N,N,N,N,N,N
5/7/08,N,N,Y,N,N,N,N,N,N
5/7/08,N,N,Y,N,N,Y,N,Y,N
5/10/08,N,N,Y,N,N,N,N,N,N
5/10/08,N,N,Y,N,N,N,N,N,N
5/13/08,N,Y,N,N,N,N,N,N,N
5/13/08,N,N,Y,N,N,N,N,N,N
5/13/08,N,N,N,N,N,Y,N,Y,N
5/13/08,N,N,Y,N,N,N,N,N,N
5/16/08,N,N,Y,N,N,N,N,N,N
5/24/08,N,N,Y,N,N,N,N,N,N
5/24/08,N,N,Y,N,N,N,N,Y,N
5/29/08,N,N,Y,N,N,N,N,N,N
5/29/08,N,N,Y,N,N,N,N,N,N
6/2/08,N,N,N,N,N,Y,N,Y,N
6/3/08,N,N,Y,N,N,Y,N,Y,N
6/5/08,N,N,Y,N, N,Y,N,N,N
6/6/08,N,N,N,N,N,Y,N,Y,N
6/6/08,N,N,Y,N,N,N,N,N,N
6/7/08,N,N,Y,N,N,N,N, N,Y
6/11/08,N,N,N,N,N,Y,N,Y,N
6/11/08,N,N,N,Y,N,N,Y,Y,N
6/12/08,N,N,Y,N,Y,N,N,N,Y
6/14/08,N,N,Y,N,N,N,N,N,Y
6/16/08,N,N,Y,N,N,N,N,N,N
6/19/08,N,N,Y,N,N,N,N,N,Y
6/19/08,N,N,N,N,N,Y,N,Y,Y
6/21/08,N,N,N,N,N,Y,N,N,Y
6/21/08,N,N,N,N,N,Y,N,N,Y
6/23/08,N,N,Y,N,N,N,N,N,Y
6/26/08,N,N,Y,N,N,Y,N,N,Y
6/26/08,N,N,Y,N,N,Y,N,Y,Y
6/28/08,N,N,Y,N,N,Y,N,N,Y
7/7/08,N,N,Y,N,N,N,N,N,N
7/9/08,N,N,N,N,N,Y,N,N,Y
7/11/08,N,N,Y,N,N,N,N,N,Y
7/11/08,N,N,Y,N,N,N,N,N,Y
7/12/08,N,N,N,N,N,Y,N,N,Y
7/14/08,N,N,Y,N,N,Y,N,N,Y
7/18/08,N,N,Y,N,N,N,N,N,Y
7/21/08,N,N,N,N,N,Y,N,N,Y
7/22/08,Y,N,Y,N,N,Y,N,N,Y
7/23/08,N,N,Y,N,N,N,N,N,N
7/25/08,N,N,Y,N,N,N,N,Y,N
7/25/08,N,N,Y,N,N,N,N,Y,N
7/28/08,N,N,Y,N,N,Y,N,Y,N
7/30/08,N,N,Y,N,N,N,N,N,N
7/31/08,N,N,Y,N,N,N,N,Y,N
8/2/08,N,N,Y,N,N,Y,N,Y,N
8/3/08,Y,N,N,N,N,Y,N,Y,N
8/4/08,N,N,Y,N,N,N,N,N,N
8/5/08,N,N,Y,N,N,N,N,Y,N
8/9/08,N,N,Y,N,N,N,N,N,N
8/11/08,N,N,Y,N,N,N,N,N,N
8/13/08,N,N,Y,N,N,N,N,N,N
8/13/08,N,N,N,N,N,Y,N,Y,N
8/17/08,Y,N,N,N,N,Y,N,Y,N
8/17/08,N,N,Y,N,N,N,N,N,N
8/21/08,N,N,N,N,N,Y,N,Y,N
8/22/08,N,N,N,N,N,Y,N,Y,N
8/23/08,N,N,N,N,N,Y,N,Y,N
8/25/08,N,N,Y,N,N,N,N,N,N
8/26/08,N,N,Y,N,N,Y,N,N,N
8/28/08,N,N,Y,N,N,N,N,N,N
8/29/08,N,N,Y,N,N,N,N,Y,N
8/29/08,N,N,Y,N,N,N,N,N,N
8/30/08,N,N,Y,N,N,N,N,N,N
8/30/08,N,N,Y,N,N,N,N,N,N
8/30/08,N,N,Y,N,N,N,N,N,N
9/1/08,N,N,Y,N,N,N,N,Y,N
9/2/08,N,N,Y,N,N,N,N,N,N
9/6/08,N,N,Y,N,N,Y,N,Y,N
9/8/08,N,N,Y,N,N,N,N,N,N
9/10/08,N,N,Y,N,N,N,N,N,N
9/10/08,N,N,N,N,N,Y,N,N,N
9/11/08,N,N,Y,N,N,N,N,N,N
9/11/08,N,N,Y,N,N,Y,N,Y,N
9/13/08,N,N,Y,N,N,N,N,Y,N
9/15/08,N,N,Y,N,N,Y,N,N,Y
9/19/08,N,N,Y,N,N,N,N,N,N
9/21/08,N,N,Y,N,N,Y,N,Y,N
9/24/08,N,N,Y,N,N,N,N,N,N
9/24/08,N,N,Y,N,N,N,N,N,Y
9/25/08,N,N,Y,N,N,N,N,N,N
9/25/08,N,N,N,N,N,Y,N,Y,N
9/25/08,N,N,Y,N,N,N,N,N,N
9/26/08,N,N,Y,N,N,N,N,N,N
9/26/08,N,N,Y,N,N,N,N,N,N
9/27/08,N,N,Y,N,N,N,N,N,N
9/29/08,N,N,Y,N,N,N,N,N,N
9/30/08,N,N,Y,N,N,N,N,Y,N
9/30/08,N,N,Y,N,N,N,N,N,N
10/4/08,Y,N,N,N,N,Y,N,Y,N
10/4/08,N,N,N,N,N,N,N,N,N
10/8/08,N,N,N,N,N,Y,N,Y,N
10/8/08,N,N,Y,N,N,Y,N,Y,N
10/8/08,N,N,Y,N,N,N,N,Y,N
10/9/08,N,N,N,N,N,Y,N,Y,N
10/9/08,N,N,Y,N,N,N,N,N,N
10/10/08,N,N,Y,N,N,N,N,N,N
10/10/08,N,N,Y,N,N,N,N,N,N
10/10/08,N,N,Y,N,N,N,N,N,Y
10/11/08,N,N,Y,N,N,N,N,N,N
10/13/08,N,N,Y,N,N,N,N,N,N
10/16/08,N,N,Y,N,N,N,N,N,N
10/17/08,N,N,Y,N,N,N,N,N,N
10/24/08,N,N,Y,N,N,N,N,Y,N
10/25/08,N,N,Y,N,N,N,N,N,N
10/27/08,N,N,Y,N,N,N,N,N,N
10/31/08,N,N,Y,N,N,N,N,Y,N
11/1/08,N,N,Y,N,N,N,N,N,N
11/1/08,N,N,Y,N,N,N,N,N,N
11/2/08,N,N,Y,N,N,N,N,Y,N
11/3/08,N,N,Y,N,N,Y,N,Y,N
11/4/08,N,N,Y,N,N,N,N,N,N
11/7/08,N,N,Y,N,N,N,N,N,N
11/7/08,N,N,N,N,N,Y,N,Y,N
11/8/08,N,N,Y,N,N,Y,N,Y,Y
11/8/08,N,N,N,N,N,N,N,N,N
11/15/08,N,N,N,N,N,Y,N,Y,N
11/15/08,N,N,Y,N,N,N,N,N,N
11/15/08,N,N,Y,N,N,N,N,Y,N
1/22/08,N,N,N,Y,N,N,N,N,N
1/22/08,N,N,N,N,N,Y,N,Y,N
11/23/08,N,N,N,N,N,Y,N,Y,N
11/25/08,N,N,N,N,N,N,N,N,N
11/25/08,N,N,Y,N,N,N,N,N,N
11/25/08,N,N,Y,N,N,N,N,Y,N
11/26/08,N,N,N,Y,N,N,N,Y,N
11/27/08,N,N,Y,N,N,N,N,Y,N
11/28/08,N,N,Y,N,N,N,N,N,N
12/4/08,N,N,N,N,N,Y,N,Y,N
12/4/08,N,N,Y,N,N,N,N,N,N
12/6/08,Y,N,Y,N,N,Y,N,Y,N
12/8/08,N,N,Y,N,N,N,N,N,N
12/11/08,N,N,N,N,N,Y,N,Y,N
12/13/08,N,N,Y,N,N,N,N,N,N
12/15/08,N,N,Y,N,N,N,N,N,N
12/19/08,N,N,Y,N,N,N,N,N,N
12/20/08,N,N,Y,N,N,N,N,N,N
12/23/08,N,N,Y,N,N,N,N,N,N
12/23/08,N,N,Y,N,N,N,N,Y,N
12/23/08,N,N,Y,N,N,Y,N,Y,N
12/25/08,N,N,Y,N,N,Y,N,Y,N
12/27/08,N,N,Y,N,N,N,N,N,N
12/27/08,N,N,Y,N,N,N,N,Y,N
12/27/08,N,N,Y,N,N,N,N,N,N
12/27/08,N,N,N,N,N,Y,N,N,N
1/3/09,N,N,Y,N,N,N,N,N,N
1/4/09,N,N,Y,N,N,N,N,N,N
1/4/09,N,N,Y,N,N,N,N,N,N
1/6/09,N,N,Y,N,N,N,N,N,N
1/7/09,N,N,N,Y,N,N,N,N,N
1/10/09,N,N,Y,N,N,Y,N,Y,N
1/10/09,N,N,Y,N,N,N,N,N,N
1/10/09,N,N,N,Y,N,N,N,Y,N
1/11/09,N,N,N,Y,N,N,N,N,N
1/11/09,N,N,Y,N,N,N,N,N,N
1/12/09,N,N,N,Y,N,N,Y,Y,N
1/12/09,N,N,N,Y,N,N,Y,Y,N
1/13/09,N,N,N,Y,N,N,Y,N,N
1/14/09,N,N,N,Y,N,N,N,N,N
1/15/09,N,N,Y,N,N,N,N,Y,N
1/16/09,N,N,N,N,N,Y,N,Y,N
1/16/09,N,N,N,Y,N,N,N,N,N
1/17/09,N,N,Y,N,N,N,N,N,N
1/17/09,N,N,N,Y,N,N,Y,Y,N
1/21/09,N,N,Y,N,N,Y,N,Y,N
1/23/09,N,N,Y,N,N,N,N,N,Y
1/23/09,N,N,Y,N,N,N,N,Y,N
1/24/09,N,N,Y,N,N,N,N,N,N
1/26/09,N,N,Y,N,N,N,N,N,N
1/26/09,N,N,Y,N,N,N,N,N,N
1/26/09,N,N,Y,N,N,N,N,N,N
1/28/09,N,N,Y,N,N,N,N,N,N
1/28/09,N,N,Y,N,N,N,N,Y,N
1/28/09,N,N,Y,N,N,N,N,N,N
1/30/09,N,N,Y,N,N,N,N,N,N
1/31/09,N,N,Y,N,N,N,N,N,N
1/31/09,N,N,Y,N,N,N,N,N,N
2/1/09,N,N,Y,N,N,N,N,Y,N
2/2/09,Y,N,N,N,N,Y,N,Y,N
2/2/09,N,N,Y,Y,N,Y,N,Y,N
2/4/09,N,N,Y,N,N,N,N,Y,N
2/4/09,N,N,Y,N,N,Y,N,N,N
2/5/09,N,N,Y,N,N,N,N,N,N
2/5/09,N,N,Y,N,N,N,N,N,N
2/6/09,N,N,Y,N,N,Y,N,N,N
2/6/09,N,N,N,Y,N,Y,N,Y,Y
2/7/09,N,N,Y,Y,N,Y,N,Y,N
2/7/09,N,N,Y,N,N,Y,N,Y,Y
2/7/09,N,N,Y,N,N,N,N,N,N
2/8/09,N,N,Y,N,N,N,N,N,N
2/9/09,N,N,Y,N,N,N,N,N,N
2/9/09,N,N,Y,N,N,N,N,Y,N
2/11/09,N,N,Y,N,N,N,N,N,N
2/14/09,N,N,Y,N,N,N,N,N,N
2/14/09,N,N,Y,N,N,Y,N,Y,N
2/15/09,N,N,Y,N,N,N,N,N,N
2/18/09,N,N,Y,N,N,N,N,N,N
2/19/09,N,N,Y,N,N,N,N,N,N
2/22/09,N,N,Y,N,N,N,N,N,N
2/24/09,N,N,Y,N,N,N,N,Y,N
2/27/09,N,N,Y,N,N,N,N,N,N
2/28/09,N,N,Y,N,N,N,N,Y,N
2/28/09,N,N,Y,N,N,N,N,N,N
3/1/09,N,N,Y,N,N,N,N,N,N
3/2/09,N,N,Y,N,N,N,N,N,N
3/3/09,N,N,Y,N,N,N,N,N,N
3/4/09,N,N,Y,N,N,N,N,N,N
3/5/09,N,N,Y,N,N,N,N,N,N
3/5/09,N,N,N,N,N,Y,N,N,N
3/7/09,N,N,Y,N,N,N,N,N,N
3/7/09,N,N,Y,N,N,N,N,N,N
3/8/09,N,N,Y,N,N,N,N,N,N
3/13/09,N,N,Y,N,N,Y,N,Y,Y
3/13/09,N,N,Y,N,N,N,N,N,N
3/13/09,N,N,Y,N,N,Y,N,Y,N
3/14/09,N,N,Y,N,N,N,N,N,N
3/14/09,N,N,N,N,N,N,N,N,N
3/16/09,N,N,Y,N,N,N,N,Y,N
3/18/09,N,N,Y,N,N,N,N,N,N
3/19/09,N,N,Y,N,N,N,N,N,N
3/20/09,N,N,Y,N,N,N,N,N,N
3/23/09,N,N,Y,N,N,Y,N,Y,N
3/24/09,N,N,Y,N,N,N,N,N,N
3/25/09,N,N,Y,N,N,N,N,Y,N
3/26/09,N,N,Y,N,N,N,N,Y,N
3/27/09,N,N,Y,N,N,Y,N,Y,N
3/29/09,N,N,Y,N,N,N,N,Y,N
3/29/09,N,N,N,N,N,Y,N,N,N
4/1/09,N,N,Y,N,N,Y,N,N,N
4/2/09,N,N,Y,N,N,N,N,N,N
4/4/09,N,N,N,N,N,N,N,N,N
4/7/09,N,N,N,N,N,Y,N,N,N
4/7/09,Y,N,Y,N,N,Y,N,Y,N
4/8/09,N,N,N,N,N,N,N,N,N
4/9/09,N,N,N,Y,N,N,N,Y,N
4/12/09,N,N,N,Y,N,N,Y,N,N
4/12/09,N,N,N,Y,N,N,N,N,N
4/13/09,N,N,N,N,N,N,Y,N,N
4/14/09,N,N,N,Y,N,N,N,N,N
