Date,Baton,Gun,Hands,K9,OC,Taser,Sage,SNspect INjNred,Officer Injured
4/15/09,N,N,N,N,N,Y,N,N,N
4/16/09,N,N,N,Y,N,N,Y,Y,N
4/18/09,N,N,N,N,N,N,Y,N,N
4/21/09,N,N,Y,N,N,N,N,N,N
4/23/09,N,N,N,N,N,N,N,N,N
4/24/09,N,N,N,Y,N,N,N,Y,N
4/24/09,N,N,Y,N,N,Y,N,Y,N
4/25/09,N,N,N,Y,N,Y,N,Y,N
4/25/09,N,N,N,Y,N,N,N,Y,N
4/25/09,N,N,N,Y,N,N,Y,N,N
4/27/09,N,N,N,Y,N,N,N,Y,N
4/27/09,N,N,N,Y,N,N,N,Y,N
4/28/09,N,N,N,Y,N,N,N,N,N
4/28/09,N,N,Y,N,N,N,N,N,N
5/5/09,N,N,N,N,N,Y,N,N,N
5/5/09,N,N,Y,N,N,N,N,Y,N
5/6/09,N,N,N,N,N,Y,N,Y,N
5/8/09,N,N,Y,N,N,N,N,N,N
5/8/09,N,N,N,N,N,Y,N,Y,N
5/8/09,N,N,N,N,N,Y,N,Y,N
5/8/09,N,N,N,N,N,N,N,N,N
5/10/09,N,N,Y,N,N,N,N,N,N
5/10/09,N,N,Y,N,N,N,N,N,N
5/11/09,N,N,Y,N,N,N,N,N,N
5/12/09,N,N,N,N,N,Y,N,Y,N
5/18/09,N,N,Y,Y,N,N,N,Y,N
5/19/09,N,N,N,Y,N,N,N,Y,N
5/20/09,N,N,Y,N,N,N,N,N,N
5/21/09,Y,N,Y,N,N,Y,N,Y,N
5/22/09,N,N,N,N,N,Y,N,Y,N
5/24/09,N,N,Y,N,N,N,N,N,N
5/25/09,N,N,Y,N,N,N,N,N,N
5/25/09,N,N,N,N,N,N,N,N,N
5/26/09,N,N,Y,N,N,N,N,N,N
5/26/09,N,N,N,N,N,Y,N,Y,N
5/26/09,N,N,Y,N,N,N,N,N,N
5/26/09,N,N,Y,N,N,N,N,N,N
5/27/09,N,N,Y,N,N,N,N,Y,N
5/28/09,N,N,Y,N,N,N,N,N,N
5/29/09,N,N,Y,N,N,N,N,Y,N
5/29/09,N,N,Y,N,N,N,N,N,N
5/29/09,N,N,Y,N,N,N,N,N,N
6/1/09,N,N,N,N, Y,N,N,Y,N
6/1/09,N,N,N,N, Y,Y,N,Y,N
6/3/09,N,N,N, Y,N,N,N,Y,N
6/6/09,N,N,Y,N, N,N,N,N,N
6/6/09,N,N,N,N,N,Y,N,N,N
6/7/09,N,N,Y,N,N,N,N,Y,N
6/7/09,N,N,N,Y,N,N,N,N,N
6/9/09,N,N,N,Y,N,N,Y,Y,Y
6/10/09,Y,N,Y,N,N,N,N,Y,Y
6/10/09,N,N,N,Y,N,N,N,N,N
6/12/09,N,N,Y,N,N,N,N,N,N
6/12/09,N,N,Y,N, N,N,N,N,N
6/13/09,N,N,N,N, Y,N,N,Y,N
6/13/09,N,N,N,Y,N,N, Y,N,N
6/13/09,N,N,Y,N, N,Y,N,N,N
6/15/09,N,N,N,N,N,Y,N,Y,N
6/20/09,N,N,Y,N,N,N,N,N,N
6/21/09,N,N,N,N,N,Y,N,Y,N
6/22/09,N,N,N,N,N,Y,N,Y,N
6/23/09,N,N,N,N,n,Y,N,Y,N
6/27/09,N,N,N,N,N,Y,N,Y,N
6/27/09,N,N,Y,N,N,Y,N,Y,Y
6/27/09,N,N,Y,N,N,Y,N,Y,N
6/29/09,N,N,Y,N,N,Y,N,Y,N
6/29/09,N,N,N,N,N,Y,N,Y,N
6/29/09,N,N,Y,N,N,N,N,N,N
6/30/09,N,N,Y,N,N,N,N,Y,N
6/30/09,N,N,Y,N,N,N,N,N,N
7/4/09,N,N,Y,N,N,N,N,N,N
7/4/09,N,N,Y,N,N,N,N,N,N
7/5/09,N,N,N,N,N,N,N,N,N
7/5/09,N,N,Y,N,N,N,N,N,N
7/5/09,N,N,Y,N,N,Y,N,N,N
7/6/09,N,N,N,N,N,N,N,N,N
7/7/09,N,N,N,N,N,Y,N,Y,N
7/11/09,N,N,Y,N,Y,N,N,N,N
7/13/09,N,N,N,N,N,N,N,N,N
7/19/09,N,N,Y,N,N,N,N,Y,N
7/23/09,N,N,Y,N,N,N,N,N,N
7/23/09,N,N,N,N,N,N,N,Y,N
7/25/09,N,N,N,N,N,N,N,Y,N
7/25/09,N,N,Y,N,N,N,N,Y,N
7/26/09,N,N,N,N,N,N,N,Y,N
7/28/09,N,N,N,N,N,N,N,Y,N
7/29/09,N,N,Y,N,N,N,N,N,N
7/29/09,N,N,Y,Y,N,N,N,Y,N
8/3/09,N,N,Y,N,N,Y,N,Y,N
8/3/09,N,N,Y,N,N,N,N,N,N
8/7/09,N,N,Y,N,N,N,N,N,N
8/11/09,N,N,Y,N,N,N,N,N,N
8/13/09,N,N,Y,N,N,Y,N,Y,N
8/14/09,N,N,Y,N,N,Y,N,Y,N
8/18/09,N,N,Y,N,N,N,N,N,Y
8/20/09,N,N,Y,N,N,Y,N,Y,N
8/22/09,N,N,Y,N,N,N,N,N,N
8/23/09,N,N,Y,N,N,N, N,N,N
8/25/09,N,N,N,N,N,N,N,Y,N
8/29/09,N,N,Y,N,N,N,N,N,N
9/1/09,N,N,Y,N,N,N,N,Y,N
9/2/09,N,N,Y,N,N,N,N,N,N
9/5/09,N,N,Y,N,N,Y,N,Y,N
9/7/09,Y,N,Y,N,N,N,N,Y,N
9/9/09,N,N,Y,N,N,N,N,Y,Y
9/11/09,N,N,Y,N,N,N,N,N,N
9/11/09,N,N,Y,N,N,N,N,N,N
9/12/09,N,N,Y,N,N,N,N,Y,N
9/12/09,Y,N,Y,N,N,Y,N,Y,N
9/12/09,N,N,N,Y,N,Y,N,Y,N
9/13/09,N,N,Y,N,N,Y,N,Y,N
9/16/09,N,N,N,N,N,Y,Y,Y,N
9/17/09,N,N,Y,N,N,N,N,N,N
9/19/09,N,N,Y,N,N,N,N,Y,N
9/19/09,N,N,Y,N,N,Y,N,Y,N
9/20/09,N,N,N,N,N,Y,N,Y,N
9/20/09,N,N,Y,N,N,N,N,N,N
9/23/09,N,N,N,N,N,Y,N,Y,N
9/24/09,N,N,N,N,N,Y,N,Y,N
9/24/09,N,N,N,N,N,Y,N,Y,N
9/27/09,N,N,Y,N,N,N,N,Y,N
9/28/09,N,N,Y,N,N,N,N,Y,N
9/30/09,N,N,N,Y,N,N,N,Y,N
10/1/09,N,N,Y,N,N,N,N,Y,N
10/2/09,N,N,Y,N,N,N,N,N,N
10/3/09,N,N,Y,N,N,N,N,N,N
10/3/09,N,N,N,N,N,N,N,N,N
10/3/09,N,N,Y,N,N,Y,N,N,N
10/3/09,N,N,N,N,N,N,N,N,N
10/4/09,N,N,N,N,N,N,N,N,N
10/7/09,N,N,Y,N,N,N,N,N,N
10/8/09,N,N,N,N,N,N,N,N,N
10/9/09,N,N,N,N,N,N,N,N,N
10/9/09,N,N,N,N,N,N,N,N,N
10/12/09,N,N,N,N,N,N,N,N,N
10/15/09,N,N,N,N,N,N,N,N,N
10/16/09,N,N,N,N,N,Y,N,Y,N
10/18/09,N,N,N,N,N,N,N,N,N
10/18/09,N,N,N,N,N,N,N,N,N
10/18/09,N,N,N,N,N,N,N,Y,N
10/20/09,N,N,N,N,N,N,N,N,N
10/22/09,N,N,N,N,N,N,N,N,N
10/23/09,N,N,N,N,N,N,N,N,N
10/27/09,N,N,N,N,N,N,N,N,N
10/27/09,N,N,N,N,N,Y,N,N,N
10/28/09,Y,N,N,N,N,Y,N,N,Y
10/29/09,N,N,N,N,N,Y,N,N,N
10/29/09,N,N,Y,N,N,N,N,Y,N
10/30/09,N,N,N,N,N,Y,N,N,N
10/30/09,N,N,N,N,N,Y,N,Y,N
10/30/09,N,N,N,N,N,Y,N,Y,N
10/31/09,N,N,Y,N,N,N,N,Y,N
11/2/09,N,N,N,N,N,N,N,N,Y
11/6/09,N,N,Y,N,N,N,N,Y,Y
11/7/09,N,N,Y,N,N,N,N,N,N
11/9/09,N,N,Y,N,N,Y,N,Y,N
11/12/09,N,N,Y,N,N,N,N,Y,N
11/12/09,N,N,Y,N,N,N,N,N,N
11/13/09,N,N,Y,N,N,N,N,Y,Y
11/13/09,Y,N,N,Y,N,Y,N,Y,N
11/14/09,N,N,Y,N,N,N,N,N,N
11/15/09,N,N,Y,N,N,N,N,N,N
11/17/09,N,N,Y,N,N,N,N,Y,N
11/24/09,Y,N,N,N,N,Y,N,Y,Y
11/26/09,N,N,Y,N,N,N,N,N,N
11/27/09,N,N,Y,N,N,Y,N,Y,N
11/28/09,N,N,N,N,N,Y,N,Y,N
11/29/09,N,N,N,Y,N,N,N,N,Y
11/30/09,N,N,N,Y,N,N,N,N,N
12/1/09,N,N,N,N,N,N,Y,Y,N
12/2/09,N,N,N,Y,N,N,N,N,N
12/4/09,N,N,N,N,N,N,Y,Y,Y
12/5/09,N,N,N,Y,N,N,N,N,N
12/5/09,N,N,N,Y,N,N,N,N,N
12/5/09,N,N,N,N,Y,N,N,Y,N
12/5/09,N,N,N,Y,N,N,N,Y,N
12/6/09,N,N,N,N,N,N,Y,Y,N
12/6/09,N,N,N,Y,N,N,Y,Y,N
12/8/09,N,N,N,Y,N,N,N,N,N
12/10/09,N,N,N,Y,N,N,N,N,N
12/19/09,N,N,N,N,Y,N,Y,Y,N
12/19/09,N,N,N,Y,N,N,N,N,N
12/21/09,N,N,N,N,N,N,Y,Y,N
12/22/09,N,N,N,Y,N,N,N,N,N
12/24/09,N,N,N,N,N,N,Y,Y,N
12/26/09,N,N,N,Y,N,N,Y,Y,N
12/26/09,N,N,N,Y,N,N,N,N,N
12/27/09,N,N,N,N,N,N,N,N,N
12/28/09,N,N,N,Y,N,N,N,Y,N
12/30/09,N,N,N,N,N,N,N,N,N
12/31/09,N,N,N,N,N,N,N,N,N
12/31/09,N,N,Y,N,N,N,N,N,N
1/1/10,N,N,N,N,N,N,N,N,Y
1/1/10,N,N,N,N,N,N,N,N,N
1/1/10,N,N,Y,N,Y,N,N,Y,N
1/3/10,N,N,N,N,N,Y,N,Y,N
1/3/10,N,N,Y,N,N,N,N,N,N
1/10/10,N,N,Y,N,N,N,N,N,N
1/12/10,N,N,Y,N,N,N,N,N,N
1/14/10,N,N,Y,N,N,N,N,N,N
1/16/10,N,N,Y,N,N,N,N,N,N
1/17/10,N,N,N,N,N,Y,N,N,N
1/22/10,N,N,Y,N,N,N,N,N,N
1/26/10,N,N,Y,N,N,N,N,N,N
1/26/10,N,N,Y,N,N,N,N,N,N
1/28/10,Y,N,N,N,N,N,N,Y,N
1/29/10,N,N,Y,N,N,N,N,N,N
1/30/10,N,N,N,N,N,N,N,N,N
1/31/10,N,N,N,N,N,Y,N,Y,N
2/5/10,N,N,Y,N,N,N,N,N,N
2/7/10,N,N,Y,N,N,N,N,Y,N
2/7/10,N,N,Y,N,N,N,N,N,N
2/9/10,N,N,N,N,N,N,N,N,N
2/11/10,N,N,N,N,N,N,N,N,N
2/11/10,N,N,N,N,N,N,N,N,N
2/11/10,N,N,Y,N,N, N,N,N,N
2/13/10,N,N,Y,N,N,N,N,N,N
2/13/10,N,N,N,N,N, N,N,N,N
2/15/10,N,N,N,N,N,N,N,N,N
2/20/10,N,N,Y,N,N,N,N,N,Y
2/20/10,N,N,N,N,N, N,N,N,N
2/23/10,N,N,Y,N, N,N,Y,Y,N
2/27/10,N,N,Y,N, N, N,N,N,N
3/2/10,N,N,Y,N, N,N,N,N,N
3/5/10,N,N,N,N,N,N,N,N,N
3/6/10,N,N,Y,N,N,N,N,N,N
3/6/10,N,N,N,N,N,N,N,N,N
3/8/10,Y,N,Y,N,N,N,N,N,N
3/8/10,N,N,N,N,N, N,N,N,N
3/13/10,N,N,N,N,N, N,N,N,N
3/14/10,Y,N,N,N, Y,N,N,Y,N
3/14/10,N,N,N,N,N, N,Y,N,N
3/14/10,N,N,Y,N,N,N,N,N,N
3/16/10,N,N,Y,N,N,N,N,Y,N
3/18/10,N,N,Y,N,N,N,N,N,N
3/20/10,N,N,Y,N,N,N,N,N,N
3/21/10,Y,N,N,N,N,N,N,N,Y
3/21/10,N,N,Y,N,N,N,N,Y,N
3/22/10,N,N,N,N,N,Y,N,N,N
3/26/10,N,N,Y,N,N,N,N,N,N
3/26/10,N,N,N,Y,N,N,N,Y,N
3/28/10,N,N,Y,N,N,N,N,Y,N
3/29/10,N,N,N,N,N,N,N,N,N
3/30/10,Y,N,N,N,N,N,N,N,N
3/31/10,N,N,Y,N,N,N,N,N,N
4/2/10,N,N,Y,N,N,N,N,N,N
4/4/10,N,N,N,Y,N,N,N,Y,N
4/7/10,N,N,Y,N,N,N,N,N,N
4/8/10,N,N,Y,N,N,N,N,Y,N
4/8/10,N,N,Y,N,N,N,N,N,Y
4/8/10,N,N,Y,N,N,N,N,N,N
4/12/10,N,N,Y,N,N,N,N,N,N
4/13/10,N,N,Y,N,N,N,N,N,N
4/18/10,Y,N,N,N,N,N,N,N,N
4/18/10,Y,N,Y,N,N,Y,N,Y,N
4/18/10,N,N,N,N,Y,Y,N,Y,N
4/21/10,N,N,N,N,N,N,N,N,N
4/22/10,N,N,N,Y,N,N,N,Y,N
4/23/10,N,N,N,N,N,N,N,N,N
4/26/10,Y,N,N,N,N,Y,N,Y,N
4/26/10,N,N,N,Y,N,N,N,N,N
4/28/10,N,N,N,Y,N,N,Y,Y,N
4/28/10,N,N,N,N,N,N,N,Y,Y
5/1/10,N,N,N,Y,N,N,N,Y,N
5/2/10,N,N,N,Y,N,N,N,Y,N
5/3/10,N,N,N,Y,N,N,N,N,Y
5/4/10,N,N,N,Y,N,N,N,N,N
5/7/10,N,N,N,Y,N,N,N,Y,N
5/8/10,N,N,Y,N,N, N,N,Y,N
5/8/10,N,N,Y,N,N, N,N,Y,N
5/9/10,N,N,N,N,N, N,N,N,N
5/14/10,N,N,N,N,N,N,Y,Y,N
5/17/10,N,N,N,Y,N, N,N,N,Y
5/21/10,N,N,Y,N, N,N,N,Y,N
5/22/10,N,N,N,Y,N,N,N,N,N
5/23/10,N,N,Y,N, Y,N,N,Y,N
5/29/10,N,N,N,Y,N, N,N,N,N
5/30/10,N,N,Y,N,N,N,N,N,N
5/30/10,N,N,Y,N,N,N,N,N,N
5/30/10,N,N,N,Y,N,N,N,N,N
6/3/10,N,N,N,Y,N,N,N,N,N
6/4/10,N,N,N,Y,N,N,N,N,N
6/4/10,N,N,N,N,N,N,N,N,N
6/4/10,N,N,N,Y,N,N,N,N,N
6/5/10,N,N,N,N,N,N,N,N,N
6/6/10,N,N,N,Y,N,N,N,N,N
6/6/10,N,N,N,Y,N,N,N,N,N
6/8/10,N,N,N,Y,N,N,N,N,N
6/9/10,N,N,N,N,N,N,N,N,N
6/9/10,N,N,N,Y,N,N,N,Y,N
6/10/10,N,N,N,Y,N,N,N,N,N
6/13/10,N,N,N,Y,N,N,N,N,N
6/17/10,N,N,N,N,N,N, Y,Y,N
6/18/10,N,N,N,Y,N,N,N,N,N
6/19/10,N,N,N,N,N,N,Y,Y,N
6/19/10,N,N,N,Y,N,N,N,N,N
6/19/10,N,N,Y,N,N,N, N,N,N
6/20/10,N,N,N,N,N,N,N,Y,N
6/22/10,N,N,N,Y,N,N,N,Y,N
6/24/10,N,N,N,Y,N,N,N,Y,N
6/24/10,N,N,N,Y,N,N,N,Y,N
6/24/10,N,N,N,N,N,N,N,Y,N
6/24/10,N,N,N,N,N,N,Y,Y,N
6/27/10,N,N,N,N,N,N,Y,Y,N
6/27/10,N,N,N,Y,N,N,N,N,N
6/27/10,N,N,N, N,N,N,Y,Y,N
6/29/10,N,N,N,N,N,N,N,N,N
6/29/10,N,N,N,Y,N,N,N,N,N
6/30/10,N,N,N,Y,N,N,N,N,N
7/3/10,N,N,N,N,N,N,N,N,N
7/3/10,N,N,N,N,N,N,Y,Y,N
7/4/10,N,N,N,N,N,N,Y,Y,N
7/4/10,N,N,N,N,N,N,N,Y,N
7/4/10,N,N,N,Y,N,N,N,Y,N
7/8/10,N,N,N,N,N,N,Y,Y,N
7/9/10,N,N,N,Y,N,N,Y,Y,N
7/11/10,N,N,N,N,N,N,N,N,N
7/13/10,N,N,N,Y,N,N,Y,Y,N
7/13/10,N,N,N,Y,N,N,N,Y,N
7/14/10,N,N,N,N,N,N,N,Y,N
7/17/10,N,N,N,Y,N,N,N,N,N
7/21/10,N,N,N,N,N,N,Y,N,N
7/22/10,N,N,Y,N,N,N,N,N,N
7/24/10,N,N,N,N,N,N,N,N,N
7/24/10,N,N,N,Y,N,N,N,Y,N
7/24/10,N,N,Y,N,N,N,N,N,N
7/24/10,N,N,Y,N,N,N,N,N,N
7/24/10,N,N,Y,N,N,N,N,Y,N
7/26/10,N,N,Y,N,N,Y,N,Y,N
7/27/10,N,N,Y,N,N,N,N,N,N
7/28/10,N,N,Y,N,N,N,N,N,N
7/29/10,N,N,N,N,N,Y,N,Y,N
7/31/10,N,N,Y,N,N,N,N,N,N
8/1/10,N,N,N,N,N,Y,N,Y,N
8/3/10,Y,N,N,N,N,N,N,Y,N
8/5/10,N,N,Y,N,N,N,N,N,N
8/8/10,N,N,Y,N,N,N,N,N,N
8/9/10,N,N,Y,N,N,N,N,Y,N
8/9/10,N,N,Y,N,N,N,N,N,N
8/10/10,N,N,Y,N,N,Y,N,N,N
8/11/10,N,N,Y,N,N,N,N,N,N
8/12/10,Y,N,Y,N,N,Y,N,Y,N
8/15/10,N,N,N,Y,N,N,N,Y,N
8/17/10,N,N,Y,N,N,N,N,N,N
8/17/10,N,N,N,N,N,N,Y,Y,N
8/17/10,N,N,N,N,Y,N,N,Y,N
8/18/10,Y,N,Y,N,N,Y,N,Y,N
8/18/10,N,N,N,Y,N, N,N,Y,N
8/21/10,N,N,N,N,N, N,N,N,N
8/23/10,N,N,N,Y,N,N,N,N,N
8/25/10,N,N,N,Y,N, N, Y,Y,N
8/31/10,N,N,N,N,N,N,N,N,N
9/1/10,N,N,N,N,N, N, Y,N,N
9/2/10,N,N,N,Y,N, N,N,Y,N
9/4/10,N,N,N,Y,N, N,N,Y,N
9/4/10,N,N,N,Y,N,N,N,N,N
9/7/10,N,N,N,N,N, Y,N,Y,N
9/9/10,N,N,N,Y,N, N,N,Y,N
9/10/10,N,N,N,N,N, Y,N,N,Y
9/10/10,N,N,N,Y,N, N,N,N,N
9/14/10,N,N,Y,N, N,N,N,N,Y
9/16/10,N,N,N,Y,N,N,N,N,N
9/16/10,N,N,N,Y,N,N,N,N,N
9/16/10,N,N,N,Y,N, N,N,N,N
9/17/10,N,N,N,Y,N, N,N,N,N
9/17/10,N,N,N,Y,N, N,N,N,N
9/19/10,N,N,Y,N,N,N,N,N,N
9/19/10,N,N,Y,N,N,N,N,N,N
9/20/10,N,N,Y,N,N,N,N,N,N
9/21/10,N,N,Y,N,N,N,N,N,N
9/22/10,N,N,Y,N,N,N,N,N,N
9/24/10,N,N,Y,N,N,N,N,Y,N
9/25/10,N,N,N,N,N,N,N,N,N
9/25/10,N,N,Y,N,N,N,N,N,N
9/28/10,N,N,N,N,N,N,N,Y,N
9/29/10,N,N,Y,N,N,N,N,N,N
10/1/10,N,N,Y,N,N,N,N,N,N
10/1/10,N,N,Y,N,N,N,N,N,N
10/3/10,N,N,Y,N,N,N,N,Y,N
10/6/10,N,N,Y,N, N,N,N,N,Y
10/10/10,N,N, N,N,Y,N,N,Y,N
10/10/10,N,N,Y,N,N,N,N,Y,N
10/10/10,N,N,Y,N,N, N,N,Y,N
10/14/10,N,N,Y,N,N,N,N,N,N
10/16/10,N,N,Y,N,N, N,N,N,N
10/16/10,N,N,Y,N, N,N,N,N,Y
10/18/10,N,N,Y,N, N,N,Y,Y,N
10/19/10,N,N,N,N,N,N,N,Y,N
10/21/10,N,N,N,Y,N,N,Y,Y,N
10/21/10,N,N,N,Y,N,N,N,Y,N
10/21/10,N,N,N,Y,N,N,N,N,N
10/22/10,N,N,N,Y,N,N,N,N,N
10/22/10,N,N,N,N,N,N,N,Y,N
10/22/10,Y,N,N,N,N,N,N,Y,N
10/22/10,N,N,N,Y,N,N,N,N,N
10/23/10,Y,N,N,N,N,Y,N,Y,N
10/25/10,N,N,N,Y,N,N,N,N,N
10/26/10,N,N,N,Y,N,N,N,N,N
10/26/10,Y,N,N,N,N,Y,N,Y,N
10/26/10,N,N,N,Y,N,N,N,N,N
10/28/10,N,N,N,Y,N,N,N,Y,N
10/28/10,N,N,N,N,N,N,N,N,N
10/28/10,N,N,N,Y,N,N,N,Y,N
10/29/10,N,N,Y,N,N,N,N,N,N
10/29/10,N,N,N,Y,N,N,N,N,N
10/30/10,Y,N,N,N,N,Y,N,Y,N
11/1/10,N,N,Y,N,N,N,N,N,N
11/2/10,N,N,N,N,N,N,N,N,N
11/7/10,N,N,N,N,N,N,N,N,N
11/8/10,N,N,Y,N,N,N,N,N,N
11/11/10,N,N,N,Y,N,N,N,N,N
11/13/10,N,N,N,Y,N,N,N,N,N
11/13/10,N,N,N,N,N,N,Y,Y,N
11/16/10,N,N,N,Y,N,N,Y,Y,N
11/17/10,N,N,N,N,N,N,N,N,N
11/19/10,N,N,N,N,N,N,Y,Y,N
11/19/10,N,N,N,N,N,N,N,Y,N
11/21/10,N,N,N,N,N,N,N,N,N
11/21/10,Y,N,Y,N,Y,N,N,N,N
11/23/10,N,N,N,Y,N,N,N,N,N
11/24/10,N,N,N,Y,N,N,N,N, Y
11/28/10,Y,N,N,N,N,N,N,N,Y
11/30/10,N,N,N,Y,N,N,N,N,N
11/30/10,N,N,N,Y,N,N,N,N,N
11/30/10,N,N,N,Y,N,N,N,N,N
12/4/10,N,N,N,Y,N,N,N,N,N
12/7/10,N,N,N,N,N,N,N,N,N
12/7/10,N,N,N,Y,N,N,N,N,N
12/7/10,Y,N,N,Y,N,N, N,N,N
12/10/10,N,N,N,Y,N,N,N,N,N
12/10/10,N,N,N,Y,N,N,N,N,N
12/11/10,N,N,N,N,N,N,N,N,N
12/11/10,N,N,N,Y,N,N,Y,Y,N
12/13/10,N,N,N,Y,N,N,N,N,N
12/13/10,N,N,N,Y,N,N,N,N,N
12/17/10,N,N,N,N,N,N,N,N,N
12/21/10,N,N,N,Y,N,N,N,Y,N
12/22/10,N,N,N,Y,N,N,N,Y,N
12/28/10,N,N,N,N,N,N,Y,Y,N
12/28/10,N,N,N,N,N,N,Y,N,Y